Date,EUR,YTD
1999-07-01,0.96824,?
1999-07-02,0.97428,?
1999-07-05,0.97647,?
1999-07-06,0.97733,?
1999-07-07,0.97838,?
1999-07-08,0.97828,?
1999-07-09,0.98213,?
1999-07-12,0.98001,?
1999-07-13,0.98775,?
1999-07-14,0.98203,?
1999-07-15,0.98348,?
1999-07-16,0.9803,?
1999-07-19,0.9802,?
1999-07-20,0.98561,?
1999-07-21,0.96061,?
1999-07-22,0.95584,?
1999-07-23,0.95247,?
1999-07-26,0.95274,?
1999-07-27,0.93475,?
1999-07-28,0.941,?
1999-07-29,0.94313,?
1999-07-30,0.93633,?
1999-08-02,0.9351,?
1999-08-03,0.93765,?
1999-08-04,0.93941,?
1999-08-05,0.92928,?
1999-08-06,0.9267,?
1999-08-09,0.9311,?
1999-08-10,0.93414,?
1999-08-11,0.93136,?
1999-08-12,0.93738,?
1999-08-13,0.94003,?
1999-08-16,0.93747,?
1999-08-17,0.9476,?
1999-08-18,0.94994,?
1999-08-19,0.95084,?
1999-08-20,0.95084,?
1999-08-23,0.93747,?
1999-08-24,0.94286,?
1999-08-25,0.95129,?
1999-08-26,0.9585,?
1999-08-27,0.95675,?
1999-08-30,0.95694,?
1999-08-31,0.95657,?
1999-09-01,0.94581,?
1999-09-02,0.94224,?
1999-09-03,0.93791,?
1999-09-06,0.93615,?
1999-09-07,0.94393,?
1999-09-08,0.94652,?
1999-09-09,0.94224,?
1999-09-10,0.94411,?
1999-09-13,0.95057,?
1999-09-14,0.96693,?
1999-09-15,0.96506,?
1999-09-16,0.96441,?
1999-09-17,0.96413,?
1999-09-20,0.96182,?
1999-09-21,0.96098,?
1999-09-22,0.96265,?
1999-09-23,0.95157,?
1999-09-24,0.95877,?
1999-09-27,0.95456,?
1999-09-28,0.96025,?
1999-09-29,0.95393,?
1999-09-30,0.9467,?
1999-10-01,0.93765,?
1999-10-04,0.93214,?
1999-10-05,0.93292,?
1999-10-06,0.9358,?
1999-10-07,0.93136,?
1999-10-08,0.93205,?
1999-10-11,0.93835,?
1999-10-12,0.94065,?
1999-10-13,0.93738,?
1999-10-14,0.92782,?
1999-10-15,0.92954,?
1999-10-18,0.92005,?
1999-10-19,0.92013,?
1999-10-20,0.92439,?
1999-10-21,0.9279,?
1999-10-22,0.92618,?
1999-10-25,0.92954,?
1999-10-26,0.93607,?
1999-10-27,0.94047,?
1999-10-28,0.94769,?
1999-10-29,0.94931,?
1999-11-01,0.95666,?
1999-11-02,0.94589,?
1999-11-03,0.95175,?
1999-11-04,0.9532,?
1999-11-05,0.95202,?
1999-11-08,0.9608,?
1999-11-09,0.96108,?
1999-11-10,0.95932,?
1999-11-11,0.96135,?
1999-11-12,0.96098,?
1999-11-15,0.97012,?
1999-11-16,0.97078,?
1999-11-17,0.96749,?
1999-11-18,0.9608,?
1999-11-19,0.96339,?
1999-11-22,0.97286,?
1999-11-23,0.96984,?
1999-11-24,0.96946,?
1999-11-25,0.97895,?
1999-11-26,0.98097,?
1999-11-29,0.99,?
1999-11-30,0.99236,?
1999-12-01,0.99039,?
1999-12-02,0.99098,?
1999-12-03,0.99433,?
1999-12-06,0.9985,?
1999-12-07,0.98213,?
1999-12-08,0.97666,?
1999-12-09,0.97694,?
1999-12-10,0.9828,?
1999-12-13,0.9861,?
1999-12-14,0.98736,?
1999-12-15,0.99621,?
1999-12-16,0.9979,?
1999-12-17,0.98561,?
1999-12-20,0.98736,?
1999-12-21,0.99049,?
1999-12-22,0.99167,?
1999-12-23,0.99265,?
1999-12-24,0.99118,?
1999-12-27,0.986,?
1999-12-28,0.98678,?
1999-12-29,0.99118,?
1999-12-30,0.99285,?
1999-12-31,0.99542,?
2000-01-03,0.99542,?
2000-01-04,0.99108,?
2000-01-05,0.9704,0.84825
2000-01-06,0.96451,0.8481799999999999
2000-01-07,0.96265,0.85157
2000-01-10,0.97238,0.8597
2000-01-11,0.97761,0.8577100000000001
2000-01-12,0.97504,0.8643799999999999
2000-01-13,0.97012,0.86806
2000-01-14,0.97314,0.8515
2000-01-17,0.978,0.85815
2000-01-18,0.99069,0.86014
2000-01-19,0.99079,0.86118
2000-01-20,0.98961,0.86088
2000-01-21,0.99118,0.86393
2000-01-24,0.99039,0.86415
2000-01-25,0.99731,0.8645299999999999
2000-01-26,0.9992,0.86326
2000-01-27,0.9981,0.86341
2000-01-28,1.0024,0.8673799999999999
2000-01-31,1.0154,0.8764200000000001
2000-02-01,1.0213,0.8784299999999999
2000-02-02,1.0299,0.8819899999999999
2000-02-03,1.0291,0.88207
2000-02-04,1.0259,0.88207
2000-02-07,1.0168,0.88786
2000-02-08,1.0239,0.8855799999999999
2000-02-09,1.0098,0.8892100000000001
2000-02-10,1.0066,0.8823799999999999
2000-02-11,1.0134,0.8816799999999999
2000-02-14,1.0203,0.88402
2000-02-15,1.0135,0.88936
2000-02-16,1.0227,0.88984
2000-02-17,1.02,0.8947700000000001
2000-02-18,1.0082,0.88865
2000-02-21,1.0145,0.89031
2000-02-22,1.0145,0.8958200000000001
2000-02-23,0.9978,0.90975
2000-02-24,0.99325,0.91166
2000-02-25,1.0103,0.90604
2000-02-28,1.0191,0.90654
2000-02-29,1.0375,0.90654
2000-03-01,1.0294,0.90761
2000-03-02,1.0344,0.91025
2000-03-03,1.0283,0.91853
2000-03-06,1.0353,0.9203
2000-03-07,1.0373,0.9203
2000-03-08,1.0424,0.92302
2000-03-09,1.0479,0.91676
2000-03-10,1.0399,0.92056
2000-03-13,1.0403,0.91819
2000-03-14,1.0292,0.91819
2000-03-15,1.0395,0.91475
2000-03-16,1.0366,0.91333
2000-03-17,1.0349,0.91735
2000-03-20,1.0339,0.9081
2000-03-21,1.0293,0.9081
2000-03-22,1.0308,0.91617
2000-03-23,1.0413,0.92047
2000-03-24,1.0356,0.91777
2000-03-27,1.0293,0.9176
2000-03-28,1.0297,0.9176
2000-03-29,1.0366,0.92464
2000-03-30,1.0452,0.93528
2000-03-31,1.0466,0.93362
2000-04-03,1.0468,0.92833
2000-04-04,1.0456,0.92833
2000-04-05,1.0484,0.92833
2000-04-06,1.0338,0.93006
2000-04-07,1.039,0.93231
2000-04-10,1.0456,0.92439
2000-04-11,1.0428,0.92439
2000-04-12,1.0423,0.92782
2000-04-13,1.0443,0.92022
2000-04-14,1.0485,0.92894
2000-04-17,1.0482,0.92713
2000-04-18,1.0446,0.92713
2000-04-19,1.053,0.93738
2000-04-20,1.057,0.9402
2000-04-21,1.0666,0.93932
2000-04-24,1.0666,0.94509
2000-04-25,1.0666,0.94509
2000-04-26,1.075,0.94038
2000-04-27,1.0878,0.94215
2000-04-28,1.0913,0.94073
2000-05-01,1.1007,0.94304
2000-05-02,1.1007,0.94304
2000-05-03,1.097,0.94366
2000-05-04,1.122,0.94438
2000-05-05,1.1177,0.94661
2000-05-08,1.1131,0.92601
2000-05-09,1.1171,0.92601
2000-05-10,1.1138,0.92713
2000-05-11,1.0981,0.93153
2000-05-12,1.1014,0.93179
2000-05-15,1.1075,0.94144
2000-05-16,1.0933,0.94144
2000-05-17,1.1031,0.93668
2000-05-18,1.1208,0.93589
2000-05-19,1.1183,0.93545
2000-05-22,1.1268,0.93994
2000-05-23,1.1111,0.93994
2000-05-24,1.0976,0.94589
2000-05-25,1.0991,0.94473
2000-05-26,1.1135,0.941
2000-05-29,1.0937,0.95484
2000-05-30,1.0797,0.95484
2000-05-31,1.0685,0.95429
2000-06-01,1.0749,0.95639
2000-06-02,1.0718,0.95841
2000-06-05,1.0689,0.96321
2000-06-06,1.0601,0.96321
2000-06-07,1.0543,0.96946
2000-06-08,1.0467,0.96937
2000-06-09,1.0343,0.96293
2000-06-12,1.0537,0.95475
2000-06-13,1.0496,0.95475
2000-06-14,1.0435,0.95475
2000-06-15,1.0378,0.95813
2000-06-16,1.05,0.96228
2000-06-19,1.0455,0.96712
2000-06-20,1.0373,0.96712
2000-06-21,1.0484,0.96265
2000-06-22,1.056,0.96721
2000-06-23,1.0633,0.96965
2000-06-26,1.0624,0.9689
2000-06-27,1.0722,0.9689
2000-06-28,1.0637,0.95758
2000-06-29,1.0621,0.96265
2000-06-30,1.0522,0.96488
2000-07-03,1.0465,0.97428
2000-07-04,1.0534,0.97428
2000-07-05,1.0541,0.97647
2000-07-06,1.0485,0.97733
2000-07-07,1.048,0.97838
2000-07-10,1.0545,0.98213
2000-07-11,1.0501,0.98213
2000-07-12,1.0496,0.98001
2000-07-13,1.0527,0.98775
2000-07-14,1.0696,0.98203
2000-07-17,1.0702,0.9803
2000-07-18,1.0693,0.9803
2000-07-19,1.0692,0.9802
2000-07-20,1.0851,0.98561
2000-07-21,1.0846,0.96061
2000-07-24,1.068,0.95247
2000-07-25,1.0716,0.95247
2000-07-26,1.0627,0.95274
2000-07-27,1.065,0.93475
2000-07-28,1.0651,0.941
2000-07-31,1.0781,0.93633
2000-08-01,1.0819,0.93633
2000-08-02,1.0794,0.9351
2000-08-03,1.0939,0.93765
2000-08-04,1.1077,0.93941
2000-08-07,1.1073,0.9267
2000-08-08,1.1008,0.9267
2000-08-09,1.1053,0.9311
2000-08-10,1.1145,0.93414
2000-08-11,1.1073,0.93136
2000-08-14,1.0951,0.94003
2000-08-15,1.1098,0.94003
2000-08-16,1.0967,0.93747
2000-08-17,1.1023,0.9476
2000-08-18,1.0941,0.94994
2000-08-21,1.0957,0.95084
2000-08-22,1.1083,0.95084
2000-08-23,1.1146,0.93747
2000-08-24,1.1213,0.94286
2000-08-25,1.1096,0.95129
2000-08-28,1.1085,0.95675
2000-08-29,1.1102,0.95675
2000-08-30,1.1154,0.95694
2000-08-31,1.1225,0.95657
2000-09-01,1.1228,0.94581
2000-09-04,1.1233,0.93791
2000-09-05,1.1111,0.93791
2000-09-06,1.1254,0.93615
2000-09-07,1.134,0.94393
2000-09-08,1.1526,0.94652
2000-09-11,1.1448,0.94411
2000-09-12,1.1616,0.94411
2000-09-13,1.1609,0.95057
2000-09-14,1.1555,0.96693
2000-09-15,1.1504,0.96506
2000-09-18,1.1608,0.96413
2000-09-19,1.1729,0.96413
2000-09-20,1.1708,0.96182
2000-09-21,1.1798,0.96098
2000-09-22,1.1732,0.96265
2000-09-25,1.1249,0.95877
2000-09-26,1.1403,0.95877
2000-09-27,1.1419,0.95456
2000-09-28,1.1285,0.96025
2000-09-29,1.1322,0.95393
2000-10-02,1.1409,0.93765
2000-10-03,1.1361,0.93765
2000-10-04,1.1412,0.93214
2000-10-05,1.1455,0.93292
2000-10-06,1.1382,0.9358
2000-10-09,1.149,0.93205
2000-10-10,1.1501,0.93205
2000-10-11,1.1467,0.93835
2000-10-12,1.1468,0.94065
2000-10-13,1.1563,0.93738
2000-10-16,1.1592,0.92954
2000-10-17,1.175,0.92954
2000-10-18,1.177,0.92005
2000-10-19,1.173,0.92013
2000-10-20,1.1889,0.92439
2000-10-23,1.1832,0.92618
2000-10-24,1.1937,0.92618
2000-10-25,1.1925,0.92954
2000-10-26,1.2038,0.93607
2000-10-27,1.2118,0.94047
2000-10-30,1.2013,0.94931
2000-10-31,1.179,0.94931
2000-11-01,1.1881,0.95666
2000-11-02,1.169,0.94589
2000-11-03,1.1566,0.95175
2000-11-06,1.1455,0.95202
2000-11-07,1.1538,0.95202
2000-11-08,1.1646,0.9608
2000-11-09,1.1684,0.96108
2000-11-10,1.1722,0.95932
2000-11-13,1.153,0.96098
2000-11-14,1.1601,0.96098
2000-11-15,1.1651,0.97012
2000-11-16,1.1633,0.97078
2000-11-17,1.167,0.96749
2000-11-20,1.1716,0.96339
2000-11-21,1.1781,0.96339
2000-11-22,1.1801,0.97286
2000-11-23,1.1864,0.96984
2000-11-24,1.1867,0.96946
2000-11-27,1.1854,0.98097
2000-11-28,1.1896,0.98097
2000-11-29,1.1681,0.99
2000-11-30,1.1561,0.99236
2000-12-01,1.1515,0.99039
2000-12-04,1.1448,0.99433
2000-12-05,1.1226,0.99433
2000-12-06,1.1351,0.9985
2000-12-07,1.1328,0.98213
2000-12-08,1.1182,0.97666
2000-12-11,1.1242,0.9828
2000-12-12,1.1358,0.9828
2000-12-13,1.1387,0.9861
2000-12-14,1.1431,0.98736
2000-12-15,1.1313,0.99621
2000-12-18,1.1131,0.98561
2000-12-19,1.1153,0.98561
2000-12-20,1.1232,0.98736
2000-12-21,1.1039,0.99049
2000-12-22,1.0934,0.99167
2000-12-25,1.0823,0.99118
2000-12-26,1.0823,0.99118
2000-12-27,1.0823,0.986
2000-12-28,1.0741,0.98678
2000-12-29,1.077,0.99118
2001-01-01,1.0747,0.99542
2001-01-02,1.0747,0.99542
2001-01-03,1.0612,0.99542
2001-01-04,1.0493,0.99108
2001-01-05,1.0573,0.9704
2001-01-08,1.0477,0.96265
2001-01-09,1.053,0.96265
2001-01-10,1.0637,0.97238
2001-01-11,1.0625,0.97761
2001-01-12,1.0501,0.97504
2001-01-15,1.0477,0.97314
2001-01-16,1.0607,0.97314
2001-01-17,1.0625,0.978
2001-01-18,1.0643,0.99069
2001-01-19,1.0634,0.99079
2001-01-22,1.0638,0.99118
2001-01-23,1.0764,0.99118
2001-01-24,1.063,0.99039
2001-01-25,1.0759999999999998,0.99731
2001-01-26,1.0934,0.9992
2001-01-29,1.0837,1.0024
2001-01-30,1.0878,1.0024
2001-01-31,1.0873,1.0154
2001-02-01,1.0761,1.0213
2001-02-02,1.0632,1.0299
2001-02-05,1.063,1.0259
2001-02-06,1.061,1.0259
2001-02-07,1.0727,1.0168
2001-02-08,1.0724,1.0239
2001-02-09,1.0846,1.0098
2001-02-12,1.0838,1.0134
2001-02-13,1.0767,1.0134
2001-02-14,1.0782,1.0203
2001-02-15,1.0896,1.0135
2001-02-16,1.1001,1.0227
2001-02-19,1.0973,1.0082
2001-02-20,1.0854,1.0082
2001-02-21,1.1025,1.0145
2001-02-22,1.0934,1.0145
2001-02-23,1.1042,0.9978
2001-02-26,1.1033,1.0103
2001-02-27,1.0983,1.0103
2001-02-28,1.0913,1.0191
2001-03-01,1.0813,1.0294
2001-03-02,1.0789,1.0344
2001-03-05,1.068,1.0283
2001-03-06,1.0747,1.0353
2001-03-07,1.0777,1.0373
2001-03-08,1.0745,1.0424
2001-03-09,1.0739,1.0479
2001-03-12,1.0687,1.0399
2001-03-13,1.0785,1.0403
2001-03-14,1.0867,1.0292
2001-03-15,1.0891,1.0395
2001-03-16,1.1033,1.0366
2001-03-19,1.1177,1.0349
2001-03-20,1.1116,1.0339
2001-03-21,1.1086,1.0293
2001-03-22,1.1123,1.0308
2001-03-23,1.125,1.0413
2001-03-26,1.1208,1.0356
2001-03-27,1.1192,1.0293
2001-03-28,1.1171,1.0297
2001-03-29,1.1287,1.0366
2001-03-30,1.1312,1.0452
2001-04-02,1.1322,1.0466
2001-04-03,1.14,1.0468
2001-04-04,1.1306,1.0456
2001-04-05,1.1072,1.0484
2001-04-06,1.1086,1.0338
2001-04-09,1.1186,1.039
2001-04-10,1.1089,1.0456
2001-04-11,1.1179,1.0428
2001-04-12,1.1312,1.0423
2001-04-13,1.1301,1.0443
2001-04-16,1.1301,1.0485
2001-04-17,1.1301,1.0482
2001-04-18,1.1375,1.0446
2001-04-19,1.1392,1.053
2001-04-20,1.1329,1.057
2001-04-23,1.1125,1.0666
2001-04-24,1.1109,1.0666
2001-04-25,1.1145,1.0666
2001-04-26,1.1177,1.075
2001-04-27,1.1095,1.0878
2001-04-30,1.1083,1.0913
2001-05-01,1.1266,1.1007
2001-05-02,1.1266,1.1007
2001-05-03,1.1227,1.097
2001-05-04,1.1232,1.122
2001-05-07,1.1187,1.1177
2001-05-08,1.1212,1.1131
2001-05-09,1.1279,1.1171
2001-05-10,1.1329,1.1138
2001-05-11,1.1299,1.0981
2001-05-14,1.1399,1.1014
2001-05-15,1.1435,1.1075
2001-05-16,1.1405,1.0933
2001-05-17,1.132,1.1031
2001-05-18,1.1344,1.1208
2001-05-21,1.1393,1.1183
2001-05-22,1.1423,1.1268
2001-05-23,1.1514,1.1111
2001-05-24,1.1648,1.0976
2001-05-25,1.1623,1.0991
2001-05-28,1.164,1.1135
2001-05-29,1.165,1.0937
2001-05-30,1.1693,1.0797
2001-05-31,1.1685,1.0685
2001-06-01,1.1792,1.0749
2001-06-04,1.1795,1.0718
2001-06-05,1.1747,1.0689
2001-06-06,1.1813,1.0601
2001-06-07,1.1705,1.0543
2001-06-08,1.1812,1.0467
2001-06-11,1.1809,1.0343
2001-06-12,1.1773,1.0537
2001-06-13,1.1801,1.0496
2001-06-14,1.1707,1.0435
2001-06-15,1.1776,1.0378
2001-06-18,1.1545,1.05
2001-06-19,1.1654,1.0455
2001-06-20,1.1678,1.0373
2001-06-21,1.1747,1.0484
2001-06-22,1.1693,1.056
2001-06-25,1.1726,1.0633
2001-06-26,1.1618,1.0624
2001-06-27,1.1613,1.0722
2001-06-28,1.1598,1.0637
2001-06-29,1.175,1.0621
2001-07-02,1.1792,1.0522
2001-07-03,1.1827,1.0465
2001-07-04,1.1769,1.0534
2001-07-05,1.183,1.0541
2001-07-06,1.1874,1.0485
2001-07-09,1.1927,1.048
2001-07-10,1.1822,1.0545
2001-07-11,1.1703,1.0501
2001-07-12,1.1613,1.0496
2001-07-13,1.1712,1.0527
2001-07-16,1.1711,1.0696
2001-07-17,1.1651,1.0702
2001-07-18,1.1743,1.0693
2001-07-19,1.1587,1.0692
2001-07-20,1.1464,1.0851
2001-07-23,1.1395,1.0846
2001-07-24,1.1526,1.068
2001-07-25,1.1484,1.0716
2001-07-26,1.1373,1.0627
2001-07-27,1.141,1.065
2001-07-30,1.1405,1.0651
2001-07-31,1.1427,1.0781
2001-08-01,1.1422,1.0819
2001-08-02,1.1342,1.0794
2001-08-03,1.1379,1.0939
2001-08-06,1.1356,1.1077
2001-08-07,1.1357,1.1073
2001-08-08,1.1405,1.1008
2001-08-09,1.1412,1.1053
2001-08-10,1.1296,1.1145
2001-08-13,1.1191,1.1073
2001-08-14,1.1122,1.0951
2001-08-15,1.1151,1.1098
2001-08-16,1.0972,1.0967
2001-08-17,1.0936,1.1023
2001-08-20,1.0943,1.0941
2001-08-21,1.093,1.0957
2001-08-22,1.0955,1.1083
2001-08-23,1.0851,1.1146
2001-08-24,1.0975,1.1213
2001-08-27,1.0979,1.1096
2001-08-28,1.1001,1.1085
2001-08-29,1.106,1.1102
2001-08-30,1.0963,1.1154
2001-08-31,1.0995,1.1225
2001-09-03,1.0919,1.1228
2001-09-04,1.1023,1.1233
2001-09-05,1.1148,1.1111
2001-09-06,1.1247,1.1254
2001-09-07,1.1293,1.134
2001-09-10,1.1171,1.1526
2001-09-11,1.1053,1.1448
2001-09-12,1.1156,1.1616
2001-09-13,1.1047,1.1609
2001-09-14,1.1038,1.1555
2001-09-17,1.0847,1.1504
2001-09-18,1.0789,1.1608
2001-09-19,1.0804,1.1729
2001-09-20,1.0801,1.1708
2001-09-21,1.08,1.1798
2001-09-24,1.087,1.1732
2001-09-25,1.0912,1.1249
2001-09-26,1.0898,1.1403
2001-09-27,1.0847,1.1419
2001-09-28,1.0864,1.1285
2001-10-01,1.0952,1.1322
2001-10-02,1.0959,1.1409
2001-10-03,1.0883,1.1361
2001-10-04,1.0859,1.1412
2001-10-05,1.0969,1.1455
2001-10-08,1.09,1.1382
2001-10-09,1.0853,1.149
2001-10-10,1.0878,1.1501
2001-10-11,1.0946,1.1467
2001-10-12,1.1035,1.1468
2001-10-15,1.1062,1.1563
2001-10-16,1.0993,1.1592
2001-10-17,1.1047,1.175
2001-10-18,1.1084,1.177
2001-10-19,1.1079,1.173
2001-10-22,1.11,1.1889
2001-10-23,1.115,1.1832
2001-10-24,1.1252,1.1937
2001-10-25,1.1215,1.1925
2001-10-26,1.125,1.2038
2001-10-29,1.1222,1.2118
2001-10-30,1.1105,1.2013
2001-10-31,1.1033,1.179
2001-11-01,1.106,1.1881
2001-11-02,1.0993,1.169
2001-11-05,1.1042,1.1566
2001-11-06,1.1159,1.1455
2001-11-07,1.1159,1.1538
2001-11-08,1.1094,1.1646
2001-11-09,1.1146,1.1684
2001-11-12,1.1198,1.1722
2001-11-13,1.1212,1.153
2001-11-14,1.131,1.1601
2001-11-15,1.136,1.1651
2001-11-16,1.1331,1.1633
2001-11-19,1.1306,1.167
2001-11-20,1.1373,1.1716
2001-11-21,1.1333,1.1781
2001-11-22,1.1375,1.1801
2001-11-23,1.1392,1.1864
2001-11-26,1.137,1.1867
2001-11-27,1.134,1.1854
2001-11-28,1.1379,1.1896
2001-11-29,1.1324,1.1681
2001-11-30,1.1252,1.1561
2001-12-03,1.1238,1.1515
2001-12-04,1.1204,1.1448
2001-12-05,1.1233,1.1226
2001-12-06,1.1212,1.1351
2001-12-07,1.125,1.1328
2001-12-10,1.1222,1.1182
2001-12-11,1.1299,1.1242
2001-12-12,1.1226,1.1358
2001-12-13,1.1188,1.1387
2001-12-14,1.1142,1.1431
2001-12-17,1.1091,1.1313
2001-12-18,1.1051,1.1131
2001-12-19,1.1096,1.1153
2001-12-20,1.1132,1.1232
2001-12-21,1.1145,1.1039
2001-12-24,1.1182,1.0934
2001-12-25,1.1366,1.0823
2001-12-26,1.1366,1.0823
2001-12-27,1.1366,1.0823
2001-12-28,1.1334,1.0741
2001-12-31,1.1347,1.077
2002-01-01,1.1347,1.0747
2002-01-02,1.1347,1.0747
2002-01-03,1.1064,1.0612
2002-01-04,1.1067,1.0493
2002-01-07,1.1168,1.0573
2002-01-08,1.123,1.0477
2002-01-09,1.1225,1.053
2002-01-10,1.121,1.0637
2002-01-11,1.1225,1.0625
2002-01-14,1.1212,1.0501
2002-01-15,1.1202,1.0477
2002-01-16,1.1208,1.0607
2002-01-17,1.1342,1.0625
2002-01-18,1.1339,1.0643
2002-01-21,1.1351,1.0634
2002-01-22,1.1312,1.0638
2002-01-23,1.1325,1.0764
2002-01-24,1.1292,1.063
2002-01-25,1.1406,1.0759999999999998
2002-01-28,1.1543,1.0934
2002-01-29,1.1658,1.0837
2002-01-30,1.1596,1.0878
2002-01-31,1.1571,1.0873
2002-02-01,1.1578,1.0761
2002-02-04,1.1585,1.0632
2002-02-05,1.1569,1.063
2002-02-06,1.1517,1.061
2002-02-07,1.1542,1.0727
2002-02-08,1.1542,1.0724
2002-02-11,1.1442,1.0846
2002-02-12,1.1371,1.0838
2002-02-13,1.1425,1.0767
2002-02-14,1.1453,1.0782
2002-02-15,1.1504,1.0896
2002-02-18,1.1488,1.1001
2002-02-19,1.1474,1.0973
2002-02-20,1.1505,1.0854
2002-02-21,1.1438,1.1025
2002-02-22,1.1493,1.0934
2002-02-25,1.1432,1.1042
2002-02-26,1.1463,1.1033
2002-02-27,1.1518,1.0983
2002-02-28,1.1562,1.0913
2002-03-01,1.1559,1.0813
2002-03-04,1.1522,1.0789
2002-03-05,1.1562,1.068
2002-03-06,1.1518,1.0747
2002-03-07,1.1478,1.0777
2002-03-08,1.141,1.0745
2002-03-11,1.1368,1.0739
2002-03-12,1.144,1.0687
2002-03-13,1.1451,1.0785
2002-03-14,1.145,1.0867
2002-03-15,1.136,1.0891
2002-03-18,1.1296,1.1033
2002-03-19,1.1374,1.1177
2002-03-20,1.1326,1.1116
2002-03-21,1.1346,1.1086
2002-03-22,1.1342,1.1123
2002-03-25,1.137,1.125
2002-03-26,1.1417,1.1208
2002-03-27,1.1446,1.1192
2002-03-28,1.1434,1.1171
2002-03-29,1.1463,1.1287
2002-04-01,1.1463,1.1312
2002-04-02,1.1463,1.1322
2002-04-03,1.1382,1.14
2002-04-04,1.136,1.1306
2002-04-05,1.134,1.1072
2002-04-08,1.1382,1.1086
2002-04-09,1.1392,1.1186
2002-04-10,1.1412,1.1089
2002-04-11,1.1366,1.1179
2002-04-12,1.1371,1.1312
2002-04-15,1.136,1.1301
2002-04-16,1.1361,1.1301
2002-04-17,1.136,1.1301
2002-04-18,1.1261,1.1375
2002-04-19,1.1242,1.1392
2002-04-22,1.1254,1.1329
2002-04-23,1.1259,1.1125
2002-04-24,1.1271,1.1109
2002-04-25,1.1246,1.1145
2002-04-26,1.115,1.1177
2002-04-29,1.1147,1.1095
2002-04-30,1.1064,1.1083
2002-05-01,1.1101,1.1266
2002-05-02,1.1101,1.1266
2002-05-03,1.1072,1.1227
2002-05-06,1.101,1.1232
2002-05-07,1.0936,1.1187
2002-05-08,1.0959,1.1212
2002-05-09,1.1004,1.1279
2002-05-10,1.1036,1.1329
2002-05-13,1.0967,1.1299
2002-05-14,1.0967,1.1399
2002-05-15,1.1035,1.1435
2002-05-16,1.1074,1.1405
2002-05-17,1.096,1.132
2002-05-20,1.0927,1.1344
2002-05-21,1.0867,1.1393
2002-05-22,1.0854,1.1423
2002-05-23,1.0799,1.1514
2002-05-24,1.0854,1.1648
2002-05-27,1.0884,1.1623
2002-05-28,1.0881,1.164
2002-05-29,1.0805,1.165
2002-05-30,1.073,1.1693
2002-05-31,1.0667,1.1685
2002-06-03,1.0653,1.1792
2002-06-04,1.0738,1.1795
2002-06-05,1.0599,1.1747
2002-06-06,1.0671,1.1813
2002-06-07,1.0654,1.1705
2002-06-10,1.058,1.1812
2002-06-11,1.0572,1.1809
2002-06-12,1.0619,1.1773
2002-06-13,1.058,1.1801
2002-06-14,1.0619,1.1707
2002-06-17,1.0551,1.1776
2002-06-18,1.0609,1.1545
2002-06-19,1.0544,1.1654
2002-06-20,1.0459,1.1678
2002-06-21,1.0425,1.1747
2002-06-24,1.0378,1.1693
2002-06-25,1.0224,1.1726
2002-06-26,1.0297,1.1618
2002-06-27,1.0084,1.1613
2002-06-28,1.0179,1.1598
2002-07-01,1.0025,1.175
2002-07-02,1.0088,1.1792
2002-07-03,1.0165,1.1827
2002-07-04,1.0225,1.1769
2002-07-05,1.0215,1.183
2002-07-08,1.0283,1.1874
2002-07-09,1.0175,1.1927
2002-07-10,1.007,1.1822
2002-07-11,1.0103,1.1703
2002-07-12,1.0167,1.1613
2002-07-15,1.0129,1.1712
2002-07-16,0.99761,1.1711
2002-07-17,0.98746,1.1651
2002-07-18,0.99364,1.1743
2002-07-19,0.99423,1.1587
2002-07-22,0.98561,1.1464
2002-07-23,0.99147,1.1395
2002-07-24,1.0091,1.1526
2002-07-25,1.0086,1.1484
2002-07-26,0.9986,1.1373
2002-07-29,0.9992,1.141
2002-07-30,1.0182,1.1405
2002-07-31,1.0168,1.1427
2002-08-01,1.0222,1.1422
2002-08-02,1.0246,1.1342
2002-08-05,1.0129,1.1379
2002-08-06,1.0167,1.1356
2002-08-07,1.0321,1.1357
2002-08-08,1.0311,1.1405
2002-08-09,1.0323,1.1412
2002-08-12,1.0279,1.1296
2002-08-13,1.0225,1.1191
2002-08-14,1.0205,1.1122
2002-08-15,1.0145,1.1151
2002-08-16,1.0228,1.0972
2002-08-19,1.0178,1.0936
2002-08-20,1.0205,1.0943
2002-08-21,1.0212,1.093
2002-08-22,1.0244,1.0955
2002-08-23,1.0235,1.0851
2002-08-26,1.0312,1.0975
2002-08-27,1.0308,1.0979
2002-08-28,1.0231,1.1001
2002-08-29,1.0177,1.106
2002-08-30,1.016,1.0963
2002-09-02,1.017,1.0995
2002-09-03,1.0182,1.0919
2002-09-04,1.0091,1.1023
2002-09-05,1.0053,1.1148
2002-09-06,1.0025,1.1247
2002-09-09,1.0083,1.1293
2002-09-10,1.021,1.1171
2002-09-11,1.0246,1.1053
2002-09-12,1.0257,1.1156
2002-09-13,1.0249,1.1047
2002-09-16,1.0194,1.1038
2002-09-17,1.0327,1.0847
2002-09-18,1.0364,1.0789
2002-09-19,1.0283,1.0804
2002-09-20,1.019,1.0801
2002-09-23,1.0215,1.08
2002-09-24,1.0172,1.087
2002-09-25,1.0175,1.0912
2002-09-26,1.0234,1.0898
2002-09-27,1.0208,1.0847
2002-09-30,1.0226,1.0864
2002-10-01,1.0142,1.0952
